order,id,page_id,Page,page_order,Chapter,question_order,questiontext
467,595,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",30,"Given what you have observed, you should be able to appreciate the relationship between the x-coordinate of your point with the y-coordinate of its 90°-rotation. Do they have the same value, the opposite value, or neither?
<select>
<option class='correct'>Same</option>
<option data-explain='Since the x-coordinate of your point and the y-coordinate of its 90°-rotation have the same absolute value, and are also both positive, their values are the same!'>Opposite</option>
<option data-explain='Since the x-coordinate of your point and the y-coordinate of its 90°-rotation have the same absolute value, and are also both positive, their values are the same!'>Neither</option>
</select>"
468,596,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",31,"Now that you have carried out these operations on the canvas, we think you can also carry them out without placing points on the unit circle – you should be able to see them “in your mind’s eye”. Let’s try it!
</p>
(From now on, you can imagine points on the circle; you can also close your eyes and just visualize the diagram in your head.)
</p>
Imagine an orange point at about 10°, and think about its horizontal position along the x-axis.
</p>
Now think of the orange point’s quarter-turn rotation (which is at around 100°), and think about its vertical position along the y-axis. You should see that both positions are close to 1.
</p>
So, what is the relationship between the horizontal position of 10° and the vertical position of (90°+10°)? Are they the same, opposite, or neither?
<select>
<option class='correct'>Same</option>
<option data-explain='Can you visualize that the x-coordinate of 10° and the y-coordinate of (90°+10°) have the same absolute value, and that they are both positive?'>Opposite</option>
<option data-explain='Can you visualize that the x-coordinate of 10° and the y-coordinate of (90°+10°) have the same absolute value, and that they are both positive?'>Neither</option>
</select>"
469,597,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",32,"Now, imagine a point at about 75°, and think about its vertical position. Then, think about the quarter-turn rotation of this point, together with its horizontal position.
</p>
You should “see” that the vertical position of 75° is close to 1, whereas the horizontal position of (90°+75°) is close to -1. Now answer this:
</p>
Are the y-coordinate of 75° and the x-coordinate of (90°+75°) the same, the opposite, or neither?
<select>
<option data-explain='If the y-coordinate of 75° and the x-coordinate of (90°+75°) have the opposite sign, then they can’t possibly have the same value!'>Same</option>
<option class='correct'>Opposite</option>
<option data-explain='Can you visualize that the y-coordinate of 75° and the x-coordinate of (90°+75°) have the same absolute value, but with opposite signs?'>Neither</option>
</select>"
470,598,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",33,"Finally, here’s a bit of a challenge for you – try to do a few more problems with even less support! See if you can visualize the quantities and decide if they are the same, opposite, or neither.
</p>
Consider the x-coordinate of 30° and the y-coordinate of (90°+30°). Are they the same, opposite, or neither?
<select>
<option class='correct'>Same</option>
<option data-explain='Can you visualize that the x-coordinate of 30° and the y-coordinate of (90°+30°) have the same absolute value, and that they are both positive?'>Opposite</option>
<option data-explain='Can you visualize that the x-coordinate of 30° and the y-coordinate of (90°+30°) have the same absolute value, and that they are both positive?'>Neither</option>
</select>"
471,599,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",34,"Consider the y-coordinate of 60° and the x-coordinate of (90°+60°). Are they the same, opposite, or neither?
<select>
<option data-explain='The y-coordinate of 60° and the x-coordinate of (90°+60°) have the opposite sign. This means that they can’t possibly have the same value!'>Same</option>
<option class='correct'>Opposite</option>
<option data-explain='Can you visualize that the y-coordinate of 60° and the x-coordinate of (90°+60°) have the same absolute value, but with opposite signs?'>Neither</option>
</select>"
472,600,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",35,"How about the x-coordinate of 10° and the x-coordinate of (90°+10°)? Are they the same, opposite, or neither?
<select>
<option data-explain='Be careful as you read the question — it’s asking the x-coordinates of both points!'>Same</option>
<option data-explain='Be careful as you read the question — it’s asking the x-coordinates of both points!'>Opposite</option>
<option class='correct'>Neither</option>
</select>"
473,601,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",36,"This previous question was intended to make sure you are aware that the relationships we have been explored on this page involve a relationship between the x-coordinate of one point and the y-coordinate of the other.
</p>
Finally, the last question:
</p>
Consider the x-coordinate of 80° and the y-coordinate of (90°+80°). Are they the same, opposite, or neither?
<select>
<option class='correct'>Same</option>
<option data-explain='Can you visualize that the x-coordinate of 80° and the y-coordinate of (90°+80°) have the same absolute value, and that they are both positive?'>Opposite</option>
<option data-explain='Can you visualize that the x-coordinate of 80° and the y-coordinate of (90°+80°) have the same absolute value, and that they are both positive?'>Neither</option>
</select>"
474,602,62,Quarter-Turn Rotations: Horizontal and Vertical Aspects,44,"Rotations, Reflections and Positions",37,Good job with all your hard work throughout this section. We hope you are beginning to be able to see these mathematical relationships in your head!
475,603,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",1,"As we have seen, the relationships between <i>one</i> coordinate of ? and <i>the other</i> coordinate of (?+90°) is kind of tricky. They always have the same <i>absolute value</i>, corresponding to their distance from 0. But they don’t always have the same value — sometimes they have exactly the opposite values!"
476,604,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",2,"Instead of memorizing the particular relationships between “the x-coordinate of ? and the y-coordinate of (?+90°)”, or between “the y-coordinate of ? and the x-coordinate of (?+90°)”, we have encouraged you to mark the two positions on the circle or just visualize in your mind, and then read off their coordinates! Although the visual representation in your mind won’t have the precision of the actual unit circle, you can still use it as a guide to help you with important trigonometric relationships.
</p>
As you read the coordinates of these positions, however, you need to be completely unambiguous about whether each coordinate value is <i>positive</i> or <i>negative</i>! This is the most tricky part of problems that involve a 90° rotation."
477,605,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",3,"Now, let’s start to transition to the language of trigonometry — where we use sine and cosine to refer to the coordinates of points on the unit circle.
</p>
What is the relationship between the y-coordinate of 70° (i.e. sin(70°)) and the x-coordinate of (70°+90°) (i.e. cos(70°+90°))?
</p>
To answer this question, place a point at ? = 70°; for now, the point at (?+90°) is also displayed. Make sure you read the correct coordinates to answer the question below:
</p>
Do the y-coordinate of 70° (sin(70°)) and the x-coordinate of (70°+90°) (cos(70°+90°)) have the same value, or opposite values?
<select>
<option data-explain='The y-coordinate of 70° is its vertical position, which is positive. Is the x-coordinate of (70°+90°) also positive?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
478,606,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",4,"What is the relationship between the x-coordinate of 30° (cos(30°)) and the y-coordinate of (30°+90°) (sin(30°+90°))? Do they have the same value, or opposite values?
<select>
<option class='correct'>Same</option>
<option data-explain='The x-coordinate of 30° is its horizontal position, which is positive. Is the y-coordinate of (30°+90°) positive or negative?'>Opposite</option>
</select>"
479,607,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",5,"Now, let’s work on a few more problems on positions involving the 90° rotation — this time, we will be looking at the sine and cosine expressions! Please do remember that sin(?) refers to a position’s y-coordinate, whereas cos(?) refers to the x-coordinate.
</p>
With that in mind, we can proceed:
</p>
What is the relationship between cos(70°) and sin(70°+90°)? Do they have the same value, or opposite values?
</p>
Mark 70° on the circle, and think carefully before submitting your answer!
<select>
<option class='correct'>Same</option>
<option data-explain='cos(70°) is its x-coordinate, which is positive. Is sin(70°+90°), the y-coordinate of (70°+90°) positive or negative?'>Opposite</option>
</select>"
480,608,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",6,"What is the relationship between sin(10°) and cos(10°+90°)? Do they have the same value, or opposite values?
</p>
Mark 10° on the circle, and think carefully before submitting your answer!
<select>
<option data-explain='sin(10°) is its y-coordinate, which is positive. Is cos(10°+90°), the x-coordinate of (10°+90°) also positive?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
481,609,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",7,"What is the relationship between sin(60°) and cos(60°+90°)? Do they have the same value, or opposite values?
</p>
Mark 60° on the circle, think carefully about which coordinates you should read, and then submit your answer.
<select>
<option data-explain='sin(60°) is its y-coordinate, which is positive. Is cos(60°+90°), the x-coordinate of (60°+90°) also positive?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
482,610,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",8,"What is the relationship between cos(20°) and sin(20°+90°)? Do they have the same value, or opposite values?
</p>
Mark 20° on the circle, think carefully about which coordinates you should read, and then submit your answer.
<select>
<option class='correct'>Same</option>
<option data-explain='cos(20°) is its x-coordinate, which is positive. Is sin(20°+90°), the y-coordinate of (20°+90°) positive or negative?'>Opposite</option>
</select>"
483,611,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",9,"From here on, we provide the canvas as a support for visualization if you wish to use it, but clicking on the canvas will not place any points, so you will have to visualize them rather than actually seeing them on the canvas. Do your best to use visualize these relationships!
</p>
What is the relationship between sin(15°) and cos(15°+90°)? Do they have the same value, or opposite values?
<select>
<option data-explain='sin(15°) is its y-coordinate, which is positive. Is cos(15°+90°), the x-coordinate of (15°+90°) also positive?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
484,612,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",10,"What is the relationship between cos(65°) and sin(65°+90°)? Do they have the same value, or opposite values?
<select>
<option class='correct'>Same</option>
<option data-explain='cos(65°) is its x-coordinate, which is positive. Is sin(65°+90°), the y-coordinate of (65°+90°) positive or negative?'>Opposite</option>
</select>"
485,613,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",11,"What is the relationship between cos(25°) and sin(25°+90°)? Do they have the same value, or opposite values?
<select>
<option class='correct'>Same</option>
<option data-explain='cos(25°) is its x-coordinate, which is positive. Is sin(25°+90°), the y-coordinate of (25°+90°) positive or negative?'>Opposite</option>
</select>"
486,614,63,Sine and Cosine of Quarter-Turn Rotations,45,"Rotations, Reflections and Positions",12,"What is the relationship between sin(75°) and cos(75°+90°)? Do they have the same value, or opposite values?
<select>
<option data-explain='sin(75°) is its y-coordinate, which is positive. Is cos(75°+90°), the x-coordinate of (75°+90°) also positive?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
487,261,44,Representing Relationships in Trigonometry,46,Comparing Values,1,"In the previous section, you considered how rotations and reflections affect the coordinates of positions on the unit circle.  For example, you saw that a the up-down reflection of a point on the unit circle has the same x-coordinate as the original point.
</p>
We could write an expression for this relationship:
</p>
Xcoord(-?) = Xcoord(?)
</p>
In the language of mathematics, we use the term </i>cosine</i> to refer to the x-coordinate of a point on the unit circle, so we would write
</p>
cos(-?) = cos(?)
</p>
This expression is known as a <i>‘trigonometric identity’</i>.  There are many trigonometric identities.  Mathematicians find these expressions useful because they allow them to translate one trigonometric expression into another."
488,262,44,Representing Relationships in Trigonometry,46,Comparing Values,2,"It is easy to think of trig identities as formulas you should memorize, and indeed in many textbooks they are written down in long lists. Our goal here is to get you to think of these identities as <i>relationships that make sense</i>.
</p>
You should see cos(-?) = cos(?) as expressing <i>a relationship between the x-coordinates of two positions on the circle</i>. Positions resulting from opposite rotations (? and –?) always have the same horizontal position on the xy plane — now, try to verify this by dragging the solid dot on the canvas!
</p>
As you do this, you will see the dots rotating in opposite directions from the positive x-axis. Notice that the dots always have the same <i>x-coordinate</i>.
</p>
Play with the diagram, and then click Continue when you are ready to move on."
489,263,45,Reflection - I,47,Comparing Values,1,"In this section, our goal is to help you master the ability to visualize trig relationships in your head.  We will walk you through several examples, gradually reducing the visual support we provide to help you do this. The goal is to help you reach the point where you can ‘see’ the relevant relationships in your mind."
490,264,45,Reflection - I,47,Comparing Values,2,"We will be considering cases where you are given one expression — such as cos(-30°) — and you are asked to find another expression that has the same numerical value.
</p>
Let’s consider the two expressions below:
</p>
cos(30°)
</p>
–cos(30°)
</p>
Let's see which one of these expressions has the same numerical value as cos(-30°)."
491,265,45,Reflection - I,47,Comparing Values,3,"Here, we allow you to place a point on the circle at –30°. Mark –30° on the unit circle, and before clicking Submit, take a moment to consider its <i>cosine</i>, i.e. its x-coordinate.
<span class='insert stimulus hide'>-30</span>"
492,266,45,Reflection - I,47,Comparing Values,4,"Once you have positioned the point, you can read off the numerical value on the x-axis. Alternatively, you can just appreciate the position on the x-axis.
</p>
Now, here’s the question:
</p>
Which of the two expressions above has the same numerical value as cos(-30°)?
</p>
cos(30°)? Or –cos(30°)?
</p>
You could answer this question in one of two ways:
</p>
1. You could recall that 30° and –30° are up-down reflections of each other on the unit circle, and such reflections have the same horizontal position, so their x-coordinates — their cosines — are the same;
</p>
2. You could also place a point on the unit circle at ? = 30°, and note that its horizontal position coincides with the horizontal position of the point on the unit circle at ? = –30°. Now, click on the diagram and move the point that appears to 30° to establish this relationship.
<span class='insert stimulus hide'>30</span>"
493,267,45,Reflection - I,47,Comparing Values,5,"This way, you can verify that cos(-30°) and cos(30°) have the same value. 
</p>
Now you are ready to answer the question:
</p>
Which of the expressions below have the same value as cos(-30°)?
<select>
<option class='correct'>cos(30°)</option>
<option data-explain=''>–cos(30°)</option>
</select>"
494,268,45,Reflection - I,47,Comparing Values,6,"Now, you will create a picture on your own, in order to answer this:
</p>
Which expression below has the same numerical value as cos(-80°)? 
</p>
cos(80°)? Or –cos(80°)?
</p>
To begin with, mark –80° on the circle.
<span class='insert stimulus hide'>-80</span>"
495,269,45,Reflection - I,47,Comparing Values,7,"Next, mark 80° on the circle.
<span class='insert stimulus hide'>80</span>"
496,270,45,Reflection - I,47,Comparing Values,8,"Finally, choose the expression that has the same numerical value as cos(-80°)!
<select>
<option class='correct'>cos(80°)</option>
<option data-explain=''>–cos(80°)</option>
</select>"
497,271,46,Reflection - II,48,Comparing Values,1,"Now let’s consider a case involving the sine of a position, such as sin(-20°).  
</p>
Let’s see which of the expressions below has the same numerical value:
</p>
sin(20°)
</p>
–sin(20°)"
498,272,46,Reflection - II,48,Comparing Values,2,"Again, you can approach this question in either of the two ways.
</p>
You can recall that 20° and –20° are up-down reflections on the unit circle, and that the vertical position of a point’s reflection is the same distance from the x-axis, but in the opposite direction. Thus, the y-coordinate of –20° has the same absolute value as the y-coordinate of 20°, but with the opposite sign.
</p>
Alternatively, if you forgot that relationship, or maybe just to convince yourself, you could actually visualize the two points, and compare their y-coordinates, which you will see are mirror images of each other on the y-axis.
</p>
Either way, you will be able to see that sin(-20°) has the same numerical value as –sin(20°). 
</p>
For now, let's walk through the visualization process, starting from marking –20° on the unit circle.
<span class='insert stimulus hide'>-20</span>"
499,273,46,Reflection - II,48,Comparing Values,3,"Next, mark 20° on the circle.
<span class='insert stimulus hide'>20</span>"
500,274,46,Reflection - II,48,Comparing Values,4,"Now, if you compare the y-coordinate of 20° and the y-coordinate of –20°, you will notice that they have exactly the opposite value!
</p>
So, what can you conclude from the diagram?
<select>
<option>sin(-20°) = sin(20°)</option>
<option class='correct'>sin(-20°) = –sin(20°)</option>
</select>"
501,275,47,Reflection - Practice,49,Comparing Values,1,"Let’s now practice with a few cases!
</p>
There are four questions in this section, where we will be mixing up cases with <i>sine</i> and <i>cosine</i>. Since there isn’t a simple rule that works for both, we will again have you mark on the diagram before submitting each answer."
502,276,47,Reflection - Practice,49,Comparing Values,2,"Which expression has the same numerical value as cos(-20°)?
</p>
sin(20°), –sin(20°), cos(20°), or –cos(20°)?
</p>
To answer this question, first mark –20° on the unit circle. Notice that at this point, the x-coordinate of –20° and the y-coordinate of –20° can both be read on the diagram, though we are concerned with only one of them.
<span class='insert stimulus hide'>-20</span>"
503,277,47,Reflection - Practice,49,Comparing Values,3,"Next, mark 20° on the circle!
<span class='insert stimulus hide'>20</span>"
504,278,47,Reflection - Practice,49,Comparing Values,4,"Now, choose the expression that has the same numerical value as cos(-20°).
<select>
<option>sin(20°)</option>
<option>–sin(20°)</option>
<option class='correct'>cos(20°)</option>
<option>–cos(20°)</option>
</select>"
505,279,47,Reflection - Practice,49,Comparing Values,5,"Here’s another question:
</p>
Which expression has the same numerical value as sin(-60°)?
</p>
sin(60°), –sin(60°), cos(60°), or –cos(60°)?
</p>
Unlike the first question, this question is concerned with the <i>sine</i> instead of the <i>cosine</i>. </p>
To start with, let's mark –60° on the unit circle!</p>
<span class='insert stimulus hide'>-60</span>"
506,280,47,Reflection - Practice,49,Comparing Values,6,"Next, mark 60° on the circle.
<span class='insert stimulus hide'>60</span>"
507,281,47,Reflection - Practice,49,Comparing Values,7,"Now, choose the expression that has the same numerical value as sin(-60°)!
<select>
<option>sin(60°)</option>
<option class='correct'>–sin(60°)</option>
<option>cos(60°)</option>
<option>–cos(60°)</option>
</select>"
508,282,47,Reflection - Practice,49,Comparing Values,8,"Let’s proceed to the third question!
<p>
Which expression has the same numerical value as cos(-70°)?
</p>
sin(70°), –sin(70°), cos(70°), or –cos(70°)?
</p>
To begin with, mark –70° on the circle.
<span class='insert stimulus hide'>-70</span>"
509,283,47,Reflection - Practice,49,Comparing Values,9,"Then, mark 70° on the circle.
<span class='insert stimulus hide'>70</span>"
510,284,47,Reflection - Practice,49,Comparing Values,10,"Okay, now you are ready to choose the expression that has the same numerical value as cos(-70°)!
<select>
<option>sin(70°)</option>
<option>–sin(70°)</option>
<option class='correct'>cos(70°)</option>
<option>–cos(70°)</option>
</select>"
511,285,47,Reflection - Practice,49,Comparing Values,11,"Here’s our last question for you. Which expression has the same numerical value as sin(-30°)?
</p>
sin(30°), –sin(30°), cos(30°), or –cos(30°)?
</p>
First, mark –30° on the circle.
<span class='insert stimulus hide'>-30</span>"
512,286,47,Reflection - Practice,49,Comparing Values,12,"Next, mark 30° on the circle.
<span class='insert stimulus hide'>30</span>"
513,287,47,Reflection - Practice,49,Comparing Values,13,"Finally — choose the expression that has the same numerical value as sin(-30°)!
<select>
<option>sin(30°)</option>
<option class='correct'>–sin(30°)</option>
<option>cos(30°)</option>
<option>–cos(30°)</option>
</select>"
514,288,48,180°,50,Comparing Values,1,"Now, let’s consider relationships involving 180° rotations. As you recall, the position you reach after a 180° rotation is <i>diametrically opposite</i> the starting position.
</p>
To refresh this in your mind, first place a point at (20°+180°), and click Submit.
<span class='insert stimulus hide'>200</span>"
515,289,48,180°,50,Comparing Values,2,"Next, place another point <i>diametrically opposite</i> that point at 20°.
<span class='insert stimulus hide'>20</span>"
516,290,48,180°,50,Comparing Values,3,"Relying on this visualization, we can now ask:
</p>
Which expression has the same numerical value as sin(20°+180°)?
</p>
sin(20°)? Or –sin(20°)?
</p>
You can solve this problem by appreciating that the vertical positions of diametrically opposite points are the same distance from the x-axis, but in the opposite direction. Therefore, their y-coordinates — their <i>sines</i> — have the same absolute value but the opposite sign.
</p>
Alternatively, you could directly observe that the sine of (20°+180°) is about -0.34, and the sine of 20° is about 0.34. In other words, sin(20°+180°) = –sin(20°).
</p>
Either way, you would conclude that sin(20°+180°) = –sin(20°).
</p>
Now, choose the correct expression that has the same value as sin(20°+180°), and submit your answer.
<select>
<option>sin(20°)</option>
<option class='correct'>–sin(20°)</option>
</select>"
517,291,48,180°,50,Comparing Values,4,"What about the cosine? Which expression has the same numerical value as cos(20°+180°)?
</p>
cos(20°)? Or –cos(20°)?
</p>
To begin with, place a point at (20°+180°).
<span class='insert stimulus hide'>200</span>"
518,292,48,180°,50,Comparing Values,5,"Next, place another point at 20°.
<span class='insert stimulus hide'>20</span>"
519,293,48,180°,50,Comparing Values,6,"Again, we can solve this problem by appreciating that the horizontal positions of diametrically opposite points are the same distance from the y-axis, but in the opposite direction. Therefore, their x-coordinates — their <i>cosines</i> — have the same absolute value but the opposite sign.
</p>
Alternatively, you could directly observe that cos(20°+180°) is about -0.94 and that cos(20°) is about 0.94.
</p>
Either way, you would see that cos(20°+180°) = –cos(20°).
</p>
Now, choose the correct expression that has the same value as cos(20°+180°), and submit your answer!
<select>
<option>cos(20°)</option>
<option class='correct'>–cos(20°)</option>
</select>"
520,294,49,180° - Practice,51,Comparing Values,1,"Now let’s practice with a few cases!
</p>
There are four questions in this section, where we will be mixing up cases with <i>sine</i> and <i>cosine</i>. For now, let’s keep using the diagram to reason with each case."
521,295,49,180° - Practice,51,Comparing Values,2,"Which expression has the same numerical value as sin(15°+180°)?
</p>
sin(15°), –sin(15°), cos(15°), or –cos(15°)?
</p>
To answer this question, first mark (15°+180°) on the unit circle. Notice that at this point, the x-coordinate of (15°+180°) and the y-coordinate of (15°+180°) are both shown in the diagram.
<span class='insert stimulus hide'>195</span>"
522,296,49,180° - Practice,51,Comparing Values,3,"Next, mark 15° on the circle!
<span class='insert stimulus hide'>15</span>"
523,297,49,180° - Practice,51,Comparing Values,4,"Now, choose the expression that has the same numerical value as sin(15°+180°).
<select>
<option>sin(15°)</option>
<option class='correct'>-sin(15°)</option>
<option>cos(15°)</option>
<option>-cos(15°)</option>
</select>"
524,298,49,180° - Practice,51,Comparing Values,5,"Here’s another question:
</p>
Which expression has the same numerical value as cos(80°+180°)?
</p>
sin(80°), –sin(80°), cos(80°), or –cos(80°)?
</p>
Unlike the first question, this question is concerned with the <i>cosine</i> instead of the </i>sine</i>. To start with, let’s mark (80°+180°) on the unit circle!
<span class='insert stimulus hide'>260</span>"
525,299,49,180° - Practice,51,Comparing Values,6,"Next, mark 80° on the circle.
<span class='insert stimulus hide'>80</span>"
526,300,49,180° - Practice,51,Comparing Values,7,"Now, choose the expression that has the same numerical value as cos(80°+180°)!
<select>
<option>sin(80°)</option>
<option>-sin(80°)</option>
<option>cos(80°)</option>
<option class='correct'>-cos(80°)</option>
</select>"
527,301,49,180° - Practice,51,Comparing Values,8,"Let’s proceed to the third question!
</p>
Which expression has the same numerical value as sin(65°+180°)?
</p>
sin(65°), –sin(65°), cos(65°), or –cos(65°)?
</p>
To begin with, mark (65°+180°) on the circle.
<span class='insert stimulus hide'>245</span>"
528,302,49,180° - Practice,51,Comparing Values,9,"Then, mark 65° on the circle.
<span class='insert stimulus hide'>65</span>"
529,303,49,180° - Practice,51,Comparing Values,10,"Okay, now you are ready to choose the expression that has the same numerical value as sin(65°+180°)!
<select>
<option>sin(65°)</option>
<option class='correct'>-sin(65°)</option>
<option>cos(65°)</option>
<option>-cos(65°)</option>
</select>"
530,304,49,180° - Practice,51,Comparing Values,11,"Here’s our last question for you. Which expression has the same numerical value as cos(30°+180°)?
</p>
sin(30°), –sin(30°), cos(30°), or –cos(30°)?
</p>
First, mark (30°+180°) on the circle.
<span class='insert stimulus hide'>210</span>"
531,305,49,180° - Practice,51,Comparing Values,12,"Next, mark 30° on the circle.
<span class='insert stimulus hide'>30</span>"
532,306,49,180° - Practice,51,Comparing Values,13,"Finally — choose the expression that has the same numerical value as cos(30°+180°)!
<select>
<option>sin(30°)</option>
<option>-sin(30°)</option>
<option>cos(30°)</option>
<option class='correct'>-cos(30°)</option>
</select>"
533,307,50,90°,52,Comparing Values,1,"Starting from this section, we will consider relationships involving positions on the circle and 90° rotations of these positions!
</p>
Consider the example sin(90°+20°). Which simple expression has the same numerical value as sin(90°+20°)?
</p>
sin(20°), –sin(20°), cos(20°), or –cos(20°)?
</p>
Notice that (90°+20°) can the thought of as 20° in the positive direction from the y-axis. Now, place a point at (90°+20°) and click Submit. Here, since the given expression is the <i>sine</i> of (90°+20°), we are showing only its y-coordinate.
<span class='insert stimulus hide'>110</span>"
534,308,50,90°,52,Comparing Values,2,"Also, ? = 20° is a 20°-rotation in the positive direction from the x-axis. Place a point at 20°, and then click Submit. Notice that both its x-coordinate and its y-coordinate are displayed in the diagram.
<span class='insert stimulus hide'>20</span>"
535,309,50,90°,52,Comparing Values,3,"As you have already seen, the <i>vertical</i> position of ? = (90°+20°) corresponds to the <i>horizontal</i> position of ? = 20°!
</p>
To verify this, first read sin(90°+20°) off of the y-axis. You will see that this value is about 0.94. Then, if you read cos(20°) off of the x-axis, you will see that its value is also about 0.94. Thus, the correct answer to this question is cos(20°)!
</p>
Now, click on the correct option, and then click Submit.
<select>
<option>sin(20°)</option>
<option>–sin(20°)</option>
<option class='correct'>cos(20°)</option>
<option>–cos(20°)</option>
</select>"
536,310,50,90°,52,Comparing Values,4,"Next, let’s consider the cosine of (90°+20°). Which simple expression has the same numerical value as cos(90°+20°)?
</p>
sin(20°), –sin(20°), cos(20°), or –cos(20°)?
</p>
First, place a point at (90°+20°) and click Submit. Now, since the given expression is the <i>cosine</i> of (90°+20°), we are showing only its x-coordinate.
<span class='insert stimulus hide'>110</span>"
537,311,50,90°,52,Comparing Values,5,"Next, place a point at 20° and click Submit. Again, notice that both its x-coordinate and its y-coordinate are displayed in the diagram.
<span class='insert stimulus hide'>20</span>"
538,312,50,90°,52,Comparing Values,6,"As you can see, the <i>horizontal</i> position of ? = (90°+20°) is equally far to the left of the origin as the <i>vertical</i> position of ? = 20° is above the origin. In other words, cos(90°+20°) has the <i>same absolute value</i> as sin(20°).
</p>
But, do they have the same sign, or the opposite sign?
</p>
Since the x-coordinate of (90°+20°) is to the left of the origin, its value — i.e. the value of cos(90°+20°) — is <i>negative</i>.
</p>
On the other hand, the y-coordinate of 20° is above the origin, so its value — i.e. the value of sin(20°) — is <i>positive</i>.
</p>
Let’s verify this by reading off the numerical values!  cos(90°+20°) is about -0.34, whereas sin(20°) is about 0.34. Therefore:
</p>
cos(90°+20°) = –sin(20°)
</p>
Now, based on this information, choose the correct answer to this question!
<select>
<option>sin(20°)</option>
<option class='correct'>–sin(20°)</option>
<option>cos(20°)</option>
<option>–cos(20°)</option>
</select>"
539,313,51,90° - Practice,53,Comparing Values,1,"Now let’s practice!
</p>
There are four questions in this section, where we will be mixing up cases with sine and cosine. We will keep using the diagram to reason with each case."
540,314,51,90° - Practice,53,Comparing Values,2,"Which expression has the same numerical value as sin(90°+80°)?
</p>
sin(80°), –sin(80°), cos(80°), or –cos(80°)?
</p>
To answer this question,  first mark (90°+80°) on the unit circle. Here, notice that its x-coordinate and y-coordinate are both shown in the diagram.
<span class='insert stimulus hide'>170</span>"
541,315,51,90° - Practice,53,Comparing Values,3,"Next, mark 80° on the circle.
<span class='insert stimulus hide'>80</span>"
542,316,51,90° - Practice,53,Comparing Values,4,"Now, choose the expression that has the same numerical value as sin(90°+80°).
<select>
<option>sin(80°)</option>
<option>–sin(80°)</option>
<option class='correct'>cos(80°)</option>
<option>–cos(80°)</option>
</select>"
543,317,51,90° - Practice,53,Comparing Values,5,"Here’s another question:
Which expression has the same numerical value as cos(90°+25°)?
</p>
sin(25°), –sin(25°), cos(25°), or –cos(25°)?
</p>
To start with, let’s mark (90°+25°) on the unit circle!
<span class='insert stimulus hide'>115</span>"
544,318,51,90° - Practice,53,Comparing Values,6,"Next, mark 25° on the circle.
<span class='insert stimulus hide'>25</span>"
545,319,51,90° - Practice,53,Comparing Values,7,"Now, choose the expression that has the same numerical value as cos(90°+25°)!
<select>
<option>sin(25°)</option>
<option class='correct'>–sin(25°)</option>
<option>cos(25°)</option>
<option>–cos(25°)</option>
</select>"
546,320,51,90° - Practice,53,Comparing Values,8,"Let’s proceed to the third question!
</p>
Which expression has the same numerical value as cos(70°+90°)?
</p>
sin(70°), –sin(70°), cos(70°), or –cos(70°)?
</p>
To begin with, mark (70°+90°) on the circle.
<span class='insert stimulus hide'>160</span>"
547,321,51,90° - Practice,53,Comparing Values,9,"Then, mark 70° on the circle.
<span class='insert stimulus hide'>70</span>"
548,322,51,90° - Practice,53,Comparing Values,10,"Okay, now you are ready to choose the expression that has the same numerical value as cos(70°+90°)!
<select>
<option>sin(70°)</option>
<option class='correct'>–sin(70°)</option>
<option>cos(70°)</option>
<option>–cos(70°)</option>
</select>"
549,323,51,90° - Practice,53,Comparing Values,11,"Here’s our last question for you. Which expression has the same numerical value as sin(15°+90°)?
</p>
sin(15°), –sin(15°), cos(15°), or –cos(15°)?
</p>
First, mark (15°+90°) on the circle.
<span class='insert stimulus hide'>105</span>"
